Periodo,USD/CLP,11 month expected MPR,Ex-Ante Real Rate,M1,M2,REER,Oil Price,Core CPI M/M_sa,Overall PPI_sa,Manufacturing PPI_sa,Mining PPI_sa,Utilities PPI_sa,Agri PPI_sa,IMACEC Total_sa,IMACEC Production of Goods_sa,IMACEC Commerce_sa,IMACEC Services_sa,IMACEC Factor Cost_sa,Real Wage Growth m/m_sa,Labor Cost m/m_sa,Nominal Wage Growth m/m_sa,Unemployment Rate_sa,Headline CPI_sa
2018-07-01,0.026,3.0,-0.5,-0.006,-0.001,0.003,0.002,0.1447648143857813,0.019279155772606582,0.00969020224638254,0.03390204082329717,0.0035498752689681855,-0.0008853146134144736,0.0029927552847958186,0.005426809245063807,0.010200437394831875,0.0057577389953852864,0.001145415489541432,0.11366997972980107,0.29064995036464847,0.3569263888114753,7.32172500265414,0.20821418371600037
2018-08-01,0.006,3.0,-0.5,-0.013,0.002,0.011,-0.023,0.1981902697103278,-0.03198855918412369,0.009556868775192767,-0.07754507606676093,0.006352933565436633,-0.0024022885133685497,-0.009976862397368141,-0.013948979200249716,-0.036713150058374944,0.0017367876802851512,-0.009029798096070733,-0.12227988086344452,0.14826887880163797,0.1302776950564868,7.481543972805431,0.3914430526781627
2018-09-01,0.038,3.25,-0.5,0.027,0.012,-0.004,0.085,0.19238673193258898,-0.015667051732782974,0.00296294234776322,-0.021683104073955607,0.004793753567404845,-0.007943270661634283,-0.0020589167831354532,-0.012210155852408273,0.027791653034316025,0.0021479344813426365,-0.002659199307700928,-0.059678301072921366,0.1318071569835828,0.1370042254043428,7.4751256366434085,0.2587649215474764
2018-10-01,-0.006,3.25,-0.398,-0.012,-0.007,0.026,0.029,0.1625454225803024,0.023708183494494762,0.01230205286939548,0.032869480701336044,0.008883364948029885,-0.006232561420350823,0.0008537211026452135,-0.008348005892126802,-0.026768537129128092,0.010211139620532848,0.00024525752310217835,0.455032452706684,1.0599851745838742,1.150128757782222,7.4261483882636385,0.17949778548908588
2018-11-01,0.001,3.5,-0.25,0.007,0.02,-0.004,-0.203,0.2756064172599463,0.0003800303443416298,0.005133439769990538,0.011993565166352456,-0.06675973421324188,0.005514262625045525,0.04196044227583523,0.04750683558852764,0.11978975517448272,0.026478643610718215,0.03778783009701852,0.1772533357551211,0.38378645876324,0.1892839105840566,7.526824923497605,0.06889234370159542
2018-12-01,0.006,3.5,-0.15,0.045,0.016,-0.008,-0.133,0.12689701529358316,-0.002987004799074933,0.0017517349060904228,0.0006520299007851046,0.0031410463275678303,-0.003668122512513727,0.0007523842105129283,0.006410738836520255,-0.027577260402284948,0.0016956392758196714,0.0017371547347531796,0.2695086048378076,0.3753109491933065,0.3779591010956007,7.72524163870787,0.1765138481153775
2019-01-01,-0.007,3.5,-0.039,0.002,-0.008,0.004,0.052,0.21877421461490926,-0.006405557336141449,-0.005068844144357307,-0.0060027062854634905,-0.0011569290841363118,0.002230252137067304,-0.009523207007529018,-0.025441046477239465,0.0032759451636632797,-0.018589941968225603,0.0020647817997821102,0.07410312114217765,0.1530708469534563,0.08604885797140022,7.309234179068769,0.10437477973431736
2019-02-01,-0.031,3.5,0.2,-0.016,-0.008,0.004,0.085,0.2504073634845871,-0.010732626056892108,0.0008172939157115341,0.01528039624243462,0.0047533558538875136,-0.01349368012280548,0.00135946772391915,-0.0011897142287646337,0.004845646673736825,0.004570357617743076,0.002489093700408479,0.38682587265321733,0.3855955310432385,0.27407812129248144,7.354328410781913,-0.20294550460957075
2019-03-01,0.017,3.25,0.2,0.008,0.008,-0.023,0.032,0.1863304322151053,0.002114193488508896,-0.004724681778677202,0.023192827835590082,0.0030187093989563424,0.00173218114738196,-0.007253387796661091,-0.024084822651534353,-0.003128388374966068,0.006730011548252743,-0.00983356085687611,0.601046004247374,0.6249418491280322,0.7871823842175376,7.150604068873785,0.18100768637428824
2019-04-01,-0.0,3.25,0.2,0.022,0.016,0.012,0.077,0.15654096609584647,0.03247467282854205,-0.001394251264739404,0.01839979559012273,0.006142127403098453,-0.0013232516498732881,0.004358411353177882,0.010590251175238888,0.008425604632206568,0.004679062272112761,0.0030345743012570314,0.046155280551436695,0.40158509200416814,0.3463642630642024,7.0954161593561835,0.3929679681982501
2019-05-01,0.037,3.25,0.1,0.016,0.009,-0.002,-0.004,0.20456961519224978,0.0024275922505085684,0.0037458904105312375,0.007715493890132676,0.000918078311178194,-0.01817526978294656,0.019161418809555412,0.015363626703276151,0.01573920015992788,0.019981282116854876,0.012856770921120142,0.46905278973747405,0.34554597208243387,0.8444350152808157,6.919889163435662,0.3211982100610283
2019-06-01,0.001,2.5,-0.275,0.007,0.002,0.02,-0.096,0.2746371104423585,0.0008843427973456999,0.0023261550594565264,-0.021271466419545613,0.07464486107018004,0.010277502421312333,-0.001488295600696377,0.006154125231516622,-0.0020901110101098665,0.0048585479838599175,0.002643278895158698,-0.14736967691508807,0.39658630441010917,0.36070747833080646,7.219649576463259,0.7349622268682174
2019-07-01,-0.009,2.25,-0.3,0.003,0.002,0.004,-0.002,0.21777510924836127,-0.010661812784508368,-0.0030251085385690256,-0.014370492343127884,0.0011972903685826865,0.003509884846749656,-0.005300056641224564,0.0037663727604952957,-0.027541469164901633,0.006086900940797196,-0.006500525016809658,-0.07819167819872366,0.21874161181753282,0.14972286953973574,7.094107202139159,0.22630034803039994
2019-08-01,0.04,2.0,-0.3,0.002,0.013,-0.003,-0.079,0.08591502690332407,-0.005460137880138216,-0.00769766754175412,-0.0027475530646487974,-0.0035191286926203468,0.0018184977346426632,0.008669000761181846,0.01583690394238497,-0.00360206622071689,0.010330002829271025,0.008402427537740089,0.13117145073987102,0.2218055368580164,0.2905355347420176,7.283581619000728,0.17948225857802413
2019-09-01,0.007,1.75,-0.744,0.036,0.014,0.012,0.064,0.09745027562982016,0.0006262535752197531,0.006566664170362621,0.008006168196540181,0.00644810138710082,0.014725212482821187,0.0047555193166028895,0.0019642021119391836,-0.00763568008182456,0.006739902725445432,0.002556312485365461,0.17078088100988673,0.4699013342258595,0.39546454337200543,7.402884461889026,0.2749597705483295
